uniq_id,description,image,cat_lvl_0,cat_lvl_1,cat_lvl_2,cat_lvl_3,encoded_cat_lvl_0,image_path,clusters_labels
e1e2883b6845cb214ec8d365cd496008,"NKP Cotton Hand Towel (Hand Towel, White)
                         Price: Rs. 599
				
			Our NKP product has high water absorbing capacity. Material:Cotton. Wash care instructions: Do not bleach or use chlorine, Hang to dry, Wash dark colours separately.Our NKP branded hand towels are made of the best fabric which will give you a soft feel while drying your hands.
Our NKP product has high water absorbing capacity. Material:Cotton. Wash care instructions: Do not bleach or use chlorine, Hang to dry, Wash dark colours separately.Our NKP branded hand towels are made of the best fabric which will give you a soft feel while drying your hands.",e1e2883b6845cb214ec8d365cd496008.jpg,Home Furnishing,Bath Linen,Towels,,4,Dataset\Images\e1e2883b6845cb214ec8d365cd496008.jpg,5
4b03cdfc7d1135c972e5c620dd7da66c,"Specifications of KDS SURGICAL Tripod Walking Stick In The Box 1 WALKING STICK General Brand KDS SURGICAL Foldable No Model Number Tripod Material Iron, Plastic Color Grey Height Adjustable Yes Dimensions Weight 400 g Length 91 cm",4b03cdfc7d1135c972e5c620dd7da66c.jpg,Beauty and Personal Care,Health Care,Health Care Accessories,Health Care Accessories,1,Dataset\Images\4b03cdfc7d1135c972e5c620dd7da66c.jpg,0
f0ab5f12bd777e28a401a728fcb93a4b,"Key Features of Bharatcraft Showpiece  -  5 cm Polyresin Height - 5 cm Width - 10 cm,Bharatcraft Showpiece  -  5 cm (Polyresin, Brown) Price: Rs. 499 This is an Imperial Golden King Money Frog that is large and heavy. Made of high quality earth material, it suits perfectly the use in Period 8 because earth energy rules the period. This product will be an envy for your peers. The Money Frog is depicted sitting on a bed full of wealth, treasures and ingots. It has a crown on its head to represent its throne and right behind the throne is a bagua.,Specifications of Bharatcraft Showpiece  -  5 cm (Polyresin, Brown) General Brand Bharatcraft Model Number HD10012 Type Fengshui Material Polyresin Color Brown Dimensions Height 5 cm Width 10 cm Depth 7 cm In the Box Sales Package 1 Showpiece Figurine Pack of 1",f0ab5f12bd777e28a401a728fcb93a4b.jpg,Home Decor & Festive Needs,Showpiece,Contemporary,Bharatcraft Contemporary,3,Dataset\Images\f0ab5f12bd777e28a401a728fcb93a4b.jpg,6
d3f4a4336324a3d180de23df1e75b9b7,"Key Features of Loreal Diarichesse No- 5 Light Brown ( Pack of 3 )With 20 Vol 6 % Developer Hair Color Loreal Diarichesse No- 5 Light Brown  ( Pack of 3 )50 ml Each With 20 Vol 6 % Developer 1000 mL A tone on tone color to cover white hair up to 70%! With deep reflexes and exceptional smoothness. Pastel toning of bleached and highlighted hair It is an ammonia-free color service that enhances the natural color of the hair with radiant and bright reflections.,Loreal Diarichesse No- 5 Light Brown ( Pack of 3 )With 20 Vol 6 % Developer Hair Color (Brown) Price: Rs. 3,295 Loreal Diarichesse No- 5 Light Brown ( Pack of 3 )50 ml Each With 20 Vol 6 % Developer 1000 mL A tone on tone color to cover white hair up to 70%! With deep reflexes and exceptional smoothness.Pastel toning of bleached and highlighted hairIt is an ammonia-free color service that enhances the natural color of the hair with radiant and bright reflections.,Specifications of Loreal Diarichesse No- 5 Light Brown ( Pack of 3 )With 20 Vol 6 % Developer Hair Color (Brown) Hair Color Traits Ammonia Free Yes General Traits Quantity 1150 ml Ideal For Men, Women Container Type Bottle Color Brown In the Box 1 Developer, 3 Tube",d3f4a4336324a3d180de23df1e75b9b7.jpg,Beauty and Personal Care,Hair Care,Hair Colors,Loreal Hair Colors,1,Dataset\Images\d3f4a4336324a3d180de23df1e75b9b7.jpg,3
5c0fe2919e49f30aff91d46800cdf149,"Key Features of @home Earthy Wine Net Ceramic Vase Material : CERAMIC Color : MAROON has to be kept on Table decorative purpose,@home Earthy Wine Net Ceramic Vase (9.825000000000001 inch, Pink) Price: Rs. 1,350 VASE EARTHY WINE NET MRN H 25CM,Specifications of @home Earthy Wine Net Ceramic Vase (9.825000000000001 inch, Pink) General Brand @home Suitable For Table Model Number HGFVSIMSTMRN00158 Type Vases Material Ceramic Model Name Earthy Wine Net Color Pink Dimensions Other Dimensions 18X18X25 (LXBXH) in cms Height 9.825000000000001 inch Width 7.074 inch Depth 7.074 inch Body & Design Features Shape Tumblers In the Box Sales Package 1 Vase Pack of 1",5c0fe2919e49f30aff91d46800cdf149.jpg,Home Decor & Festive Needs,"Flowers, Plants & Vases",Flower Vase,@home Flower Vase,3,Dataset\Images\5c0fe2919e49f30aff91d46800cdf149.jpg,1
4b59516432fbc3d61e8e58d547fde431,"Key Features of Prisha India Craft m_jug015-1-prishaindia Water Jug At this time when the world is riddled with pollution, our countrymen are using high potency tablets even for minor problems which is spreading poision in their bodies. Our Rishes, saints and even doctors have found a very easy method to deal with such disorders. The best remedy to overcome these problems is to store water in a copper utensil overnight and drink four glasses every morning.,Prisha India Craft m_jug015-1-prishaindia Water Jug (2000 L) Price: Rs. 1,899 At this time when the world is riddled with pollution, our countrymen are using high potency tablets even for minor problems which is spreading poision in their bodies. Our Rishes, saints and even doctors have found a very easy method to deal with such disorders. The best remedy to overcome these problems is to store water in a copper utensil overnight and drink four glasses every morning.After this you can wash your mouth and brush your teeth. It is also advisable not to take tea for at least 45 minutes. Patients who can not drink four glasses of water at a time, can start with smaller quantity and increase the quantity gradually. There is no diseases in the world which can not be cured by this method. It is useful to drink water before sunrise for all including healthy persons.,Specifications of Prisha India Craft m_jug015-1-prishaindia Water Jug (2000 L) General Brand Prisha India Craft Jug Type Water Model Number m_jug015-1-prishaindia Type Jug Material Copper Model Name m_jug015-1-prishaindia Capacity 2000 L Color Copper Dimensions Diameter 5.5 inch Weight 0.92 kg Height 10.5 inch Width 7.5 inch In the Box Sales Package 1 Jug Pack of 1",4b59516432fbc3d61e8e58d547fde431.jpg,Kitchen & Dining,Tableware & Cutlery,Jugs & Pitchers,Jugs,5,Dataset\Images\4b59516432fbc3d61e8e58d547fde431.jpg,6
a060b5acc6e3fb814769805db61f589b,"Key Features of BRANDWAGON DIGIPRINT Digital Reprint Painting 1 HD paintings,BRANDWAGON DIGIPRINT Digital Reprint Painting (18 inch x 12 inch) Price: Rs. 180 Home is the first thing that comes to mind when you think of comfort and a perfect ambience is what sets it right. So let your creativity for home decor fly free with Flipkart?s collection of home furnishing items that can transform your house into the home you have always dreamt of.,Specifications of BRANDWAGON DIGIPRINT Digital Reprint Painting (18 inch x 12 inch) General Brand BRANDWAGON Shape Rectangular Frame Material no framing Model Number POS0081 Frame Included No Painting Type Digital Reprint Model Name DIGIPRINT Painting Theme Modern Art Wall Mount Yes Frame Color no framing Artist Name avasthi Dimensions Weight 0.04 kg Height 18 inch Other Dimensions Dummy, Dummy Width 12 inch Warranty Covered in Warranty Warranty of the product is limited to manufacturing defects only. Warranty Summary 1 Year Dummy Company Domestic Warranty Warranty Service Type customer can exchange if any damage before delivery Not Covered in Warranty Warranty does not cover any external accessories (such as battery, cable, carrying bag), damage caused to the product due to improper installation by customer, normal wear and tear to magnetic heads, audio, video, laser pick-ups and TV picture tubes, pane In the Box Sales Package 1 Wall Painting Pack of 1 Additional Features Other Features Dummy, Dummy Water Resistant Yes",a060b5acc6e3fb814769805db61f589b.jpg,Home Decor & Festive Needs,Wall Decor & Clocks,Paintings,BRANDWAGON Paintings,3,Dataset\Images\a060b5acc6e3fb814769805db61f589b.jpg,6
a541b3aba326d7749b4c086c3cea9273,"Key Features of Relaxfeel Floral Single Dohar White Pack of1 Color: White Height: 10 cm Width:30 cm,Relaxfeel Floral Single Dohar White (AC Dohar) Price: Rs. 499 A Good Collection Of Dohars Which Are Good Compaingns For Summers & Winters As Well. High Quality Gurantee Extremely Soft And Warm. Perfect For Everyday Use. These Dohars Gives Luxarious And Elegant Look, Easy To Carry During Travelling. Easy Storage. All Season Dohars, Can Be Used In AC Rooms Also.,Specifications of Relaxfeel Floral Single Dohar White (AC Dohar) General Brand Relaxfeel Type Dohar Hand Washable Yes Model ID single dohar Color White Design floral Machine Washable Yes Suitable For A/C ROOMS Inner Material Polycotton Model Name single dohar Ideal For Baby Boys and Baby Girls Outer Material PLOYESTER Size Single Dimensions Weight 700 g Length 3 inch / 10 cm Width 11 inch / 30 cm Depth 30 cm In the Box Number of Contents in Sales Package 1",a541b3aba326d7749b4c086c3cea9273.jpg,Baby Care,Baby Bedding,Baby Blankets,Relaxfeel Baby Blankets,0,Dataset\Images\a541b3aba326d7749b4c086c3cea9273.jpg,1
d136aa676ef52b09eab65762940957fe,"Key Features of scarlet tanager bird normal POSTER Paper Print Animals Large 18 inch,Specifications of scarlet tanager bird normal POSTER Paper Print (18 inch X 12 inch, ROLLED) Dimensions Paper Depth 300 gsm Height 18 inch Width 12 inch Poster Details Category Animals Black & White Poster No Paper Type Paper Print Color Poster Yes In the Box Number of Contents in Sales Package 1 Sales Package 1 POSTER",d136aa676ef52b09eab65762940957fe.jpg,Home Decor & Festive Needs,Wall Decor & Clocks,Posters,STYLE CLUES FASHION Posters,3,Dataset\Images\d136aa676ef52b09eab65762940957fe.jpg,6
9b00cab981ab825158c05c9e54b866d4,"Key Features of good-night-angel-sleep-well-pics Paper Print Good printing Laminated Water proof Good Paper Quality Long Lasting,good-night-angel-sleep-well-pics Paper Print (18 inch X 12 inch, Framed) Price: Rs. 189 Mega product poster made in high quality hp paper and hd printed, so well art ….,Specifications of good-night-angel-sleep-well-pics Paper Print (18 inch X 12 inch, Framed) Dimensions Paper Depth 300 gsm Weight 100 g Height 18 inch Width 12 inch Poster Details Shape Rectangle Category Humor Black & White Poster No Paper Type Paper Print Paper Finish Matte Lamination Yes Artist Name Mega product Color Poster Yes Frame Details Framed No In the Box Number of Contents in Sales Package 1 Sales Package 1 poster",9b00cab981ab825158c05c9e54b866d4.jpg,Home Decor & Festive Needs,Wall Decor & Clocks,Posters,Mega product Posters,3,Dataset\Images\9b00cab981ab825158c05c9e54b866d4.jpg,6
480d24adbc304a52a4e01e45bf8bbccc,"Key Features of Fs Mini Klub Baby Boy's Woven Casual Shirt Fit: Regular Fabric: 100% Cotton Suitable For: Western Wear Sleeve: Half Sleeve,Specifications of Fs Mini Klub Baby Boy's Woven Casual Shirt General Details Pattern Woven Ideal For Baby Boy's Occasion Casual Shirt Details Sleeve Half Sleeve Number of Contents in Sales Package Pack of 1 Brand Fit Regular Fabric 100% Cotton Fit Regular Fabric Care Wash with Similar color Additional Details Style Code 88EBTSH0565 W",480d24adbc304a52a4e01e45bf8bbccc.jpg,Baby Care,Infant Wear,Baby Boys' Clothes,Shirts,0,Dataset\Images\480d24adbc304a52a4e01e45bf8bbccc.jpg,5
a445d1f73be8f81dd902fd5dc8529416,Specifications of Cotton On Kids Baby Boy's Printed Casual Shirt General Details Pattern Printed Occasion Casual Ideal For Baby Boy's Shirt Details Sleeve Half Sleeve Number of Contents in Sales Package Pack of 1 Brand Fit Regular Fabric Cotton Fit Regular Additional Details Style Code COKB504Black,a445d1f73be8f81dd902fd5dc8529416.jpg,Baby Care,Infant Wear,Baby Boys' Clothes,Shirts,0,Dataset\Images\a445d1f73be8f81dd902fd5dc8529416.jpg,6
3aaa50eb5d2cf4c18b57346423871624,"Specifications of Portia Hat (Pink, Pack of 1) In The Box Number of Contents in Sales Package Pack of 1 General Ideal For Girls",3aaa50eb5d2cf4c18b57346423871624.jpg,Baby Care,Infant Wear,Baby Girls' Clothes,Accessories,0,Dataset\Images\3aaa50eb5d2cf4c18b57346423871624.jpg,5
23b0bdd337f7d1b4b70ad13726a122ab,Specifications of Beebay Baby Boy's Checkered Casual Shirt General Details Pattern Checkered Occasion Casual Ideal For Baby Boy's Shirt Details Closure Button Sleeve Half Sleeve Number of Contents in Sales Package Pack of 1 Brand Fit Regular Collar Button down collar Fabric Cotton Fit Regular Hem Curved Hem Additional Details Style Code 161207 Fabric Care Machine wash,23b0bdd337f7d1b4b70ad13726a122ab.jpg,Baby Care,Infant Wear,Baby Boys' Clothes,Shirts,0,Dataset\Images\23b0bdd337f7d1b4b70ad13726a122ab.jpg,5
7e3d8e737aec8f1eca019302593c732e,"Key Features of painting_art_couple_love__Dance Paper Print Good lamination High quality paper lovelly Printing,painting_art_couple_love__Dance Paper Print (12 inch X 18 inch, Framed) Price: Rs. 199 Shoperite poster is made in high quality paper and lamination,lovelly HD printing,so get good look your wall,300 GSM Paper depth…,Specifications of painting_art_couple_love__Dance Paper Print (12 inch X 18 inch, Framed) Dimensions Paper Depth 300 gsm Weight 100 g Height 12 inch Width 18 inch Poster Details Shape Rectangle Black & White Poster No Category Quotes & Motivation Orientation Landscape Paper Finish Matte Paper Type Paper Print Lamination Yes Artist Name Shoperite Color Poster Yes Frame Details Framed No In the Box Number of Contents in Sales Package 1 Sales Package 1 Poster",7e3d8e737aec8f1eca019302593c732e.jpg,Home Decor & Festive Needs,Wall Decor & Clocks,Posters,Shoperite Posters,3,Dataset\Images\7e3d8e737aec8f1eca019302593c732e.jpg,6
e225be101bbad1ea9d031261ba4387b8,"Key Features of Bourne Supermacy Canvas Art Unique and Uber design High Grade 300 GSM Canvas Poster Bright Detailed Printing Standard 12"" x 18"" size Comes in rolled form in a Poster Tube,Bourne Supermacy Canvas Art (18 inch X 12 inch, Rolled) Price: Rs. 999 Bourne Supermacy Canvas poster from Urban Monk accomplishes its task of reflecting your passion about the thing and solely provides an elegant touch to your home or your work place. Understanding and providing the urban folks with the designs ranging from music ,movies, tv, shows, cricket, football, NBA, NFL, minimal, funny. abstract art etc posters is our sole purpose.Bourne Supermacy 12x18 inches poster is made of high grade 300gsm Canvas paper ,then printed using ultra violet discharge printing for the richness of colours and details. We have made sure that this canvas art provides you a sense of satisfaction. It comes in a rigid poster tube to prevent carriage damage. Margins are left on the sides for framing.,Specifications of Bourne Supermacy Canvas Art (18 inch X 12 inch, Rolled) Warranty Warrenty is limited to manufacturing defects only. Dimensions Paper Depth 285 gsm Weight 100 g Height 18 inch Width 12 inch Poster Details Shape Rectangle Category Nature, Educational, Sports Paper Finish Matte Paper Type Canvas Art Sub-Category Thrillers, Bollywood, Music & Musical Instruments Color Poster Yes In the Box Number of Contents in Sales Package 1 Sales Package 1 Rolled Poster",e225be101bbad1ea9d031261ba4387b8.jpg,Home Decor & Festive Needs,Wall Decor & Clocks,Posters,Urban Monk Posters,3,Dataset\Images\e225be101bbad1ea9d031261ba4387b8.jpg,6
89b95537d8697203ab278237289a52a8,Specifications of Like Analog Purple Clock Functions Alarm Yes General Suitable For Table Number of Batteries 1 Power Source Battery Display Features Backlight No Warranty 1 year manufacturers warranty Dimensions Weight 230 g Height 122 mm Width 37 mm Body Features Dial Shape Rectangle Dial Number of Display Hands 4 Display Hands Material Plastic Dial Color Purple In the Box Number of Contents in Sales Package Pack of 1 Sales Package 1 Table Clock,89b95537d8697203ab278237289a52a8.jpg,Watches,Clocks,Table Clocks,Like Table Clocks,6,Dataset\Images\89b95537d8697203ab278237289a52a8.jpg,4
762b6b22cccf91935e92446efe298fe3,Specifications of 612 League Baby Boy's Checkered Casual Shirt General Details Pattern Checkered Occasion Casual Ideal For Baby Boy's Shirt Details Sleeve Half Sleeve Number of Contents in Sales Package Pack of 1 Brand Fit Regular Fabric 100% COTTON Fit Regular Additional Details Style Code BLS00S380001B Fabric Care ENZYME WASH,762b6b22cccf91935e92446efe298fe3.jpg,Baby Care,Infant Wear,Baby Boys' Clothes,Shirts,0,Dataset\Images\762b6b22cccf91935e92446efe298fe3.jpg,5
f7514f6068377bcaed80043a5e321131,"Key Features of FS Mini Klub Baby Boy's Woven Casual Shirt Fit: Regular Fabric: Cotton Suitable For: Western Wear Sleeve: Half Sleeve,Specifications of FS Mini Klub Baby Boy's Woven Casual Shirt General Details Pattern Woven Occasion Casual Ideal For Baby Boy's Shirt Details Sleeve Half Sleeve Number of Contents in Sales Package Pack of 1 Brand Fit Regular Fabric Cotton Fit Regular Additional Details Style Code 88TBTSH0385 RB/AOP",f7514f6068377bcaed80043a5e321131.jpg,Baby Care,Infant Wear,Baby Boys' Clothes,Shirts,0,Dataset\Images\f7514f6068377bcaed80043a5e321131.jpg,5
c5c559012b742d9966df82182b90c6da,"Key Features of wallskart Floral & Botanical Wallpaper Suitable For: Living Room, Bed Room, Kitchen, Office Color: Black Material: Vinyl Paper Type: Vinyl,wallskart Floral & Botanical Wallpaper (35.56 cm X 53.34 cm) Price: Rs. 299 Welcome to the foremost place on the web to find artistic designs of wall decals and wall stickers.Wall decals and wall stickers are self-adhesive vinyl stickers made for applying to a surface.They are a great alternative to wallpaper, paint or stencils and they give you choice. Choose your space, plan the design you`d like to make, and then apply. They are extremely durable and are available in various designs. Its extremely easy to apply them on your walls or any flat,smooth surface,Specifications of wallskart Floral & Botanical Wallpaper (35.56 cm X 53.34 cm) General Brand wallskart Scratch Resistant Yes Shade Black Material Vinyl Color Black Design Wallskart Tinker Bell And Flowers Small Black Wall sticker Suitable For Living Room, Bed Room, Kitchen, Office Theme Floral & Botanical Model Number WKHS0164S Length 35.56 cm Waterproof Yes Width 53.34 cm Paper Type Vinyl Size Small Warranty Covered in Warranty Should Not Be Applied on Freshly Painted Walls. At Least 15 Days after Painting. Should Not Applied On Humid / Wet Surfaces. Not To Be Applied On Textured Surfaces. Not to Be Applied With Paint /Dust Coming Off Surfaces Warranty Summary Wallskart Products come with warranty of 15 Days from the date of purchase and is not transferable. Wallskart warranty covers following: a) any damage to product in transit. b) Any manufacturing defect in product. During the warranty period, Wallskart shall exchange the product free of cost. Wallsk...View More Wallskart Products come with warranty of 15 Days from the date of purchase and is not transferable. Wallskart warranty covers following: a) any damage to product in transit. b) Any manufacturing defect in product. During the warranty period, Wallskart shall exchange the product free of cost. Wallskart Warranty is not valid in the event of following instances: a) Any damage to product due to extreme heat or moisture. b) Mishandling during installation. c) Any damage due to human interference, exposure to fire or accident. Customer agrees that Wallskart reserves the right to correct any issues that were a reason for the return, before any possible refund is issued. Dimensions Weight 250 g Additional Features Other Features Scratch Resistant, Wet Removable Washable Yes In the Box Sales Package 1 wall sticker Pack of 1",c5c559012b742d9966df82182b90c6da.jpg,Home Decor & Festive Needs,Wall Decor & Clocks,Wallpapers,wallskart Wallpapers,3,Dataset\Images\c5c559012b742d9966df82182b90c6da.jpg,6
27175ea71cc5f2879882c77b9931cf8b,"Megaway 196.85 inch White Rice Lights (Pack of 5)
                         Price: Rs. 4,050
				
			Warning: Don't Direct Plug into AC Power Supply, Use 12V LED Adaptor provided along with the Strip Light. Warranty for Adaptor is for 6 months only.
Warning: Don't Direct Plug into AC Power Supply, Use 12V LED Adaptor provided along with the Strip Light. Warranty for Adaptor is for 6 months only.",27175ea71cc5f2879882c77b9931cf8b.jpg,Home Decor & Festive Needs,Decorative Lighting & Lamps,Series Lights,Megaway Series Lights,3,Dataset\Images\27175ea71cc5f2879882c77b9931cf8b.jpg,4
f54d0c5cbd8e2270742293edf9075cb1,"Buy The Intellect Bazaar Abstract Double Dohar Blue, Brown at Rs. 949 at Flipkart.com. Only Genuine Products. Free Shipping. Cash On Delivery!",f54d0c5cbd8e2270742293edf9075cb1.jpg,Home Furnishing,Bed Linen,"Blankets, Quilts & Dohars",,4,Dataset\Images\f54d0c5cbd8e2270742293edf9075cb1.jpg,5
66d91765da568f133f040b951f25e702,Buy Anjalika Brass Laddu Gopal Showpiece  -  6 cm for Rs.900 online. Anjalika Brass Laddu Gopal Showpiece  -  6 cm at best prices with FREE shipping & cash on delivery. Only Genuine Products. 30 Day Replacement Guarantee.,66d91765da568f133f040b951f25e702.jpg,Home Decor & Festive Needs,Table Decor & Handicrafts,Showpieces,Religious Idols,3,Dataset\Images\66d91765da568f133f040b951f25e702.jpg,6
e87bad0de3447c9ac3a8555e89545c75,Buy Baby Bucket Cartoon Single Blanket blue at Rs. 1395 at Flipkart.com. Only Genuine Products. Free Shipping. Cash On Delivery!,e87bad0de3447c9ac3a8555e89545c75.jpg,Home Furnishing,Bed Linen,"Blankets, Quilts & Dohars",,4,Dataset\Images\e87bad0de3447c9ac3a8555e89545c75.jpg,5
b1d61c60791a01827e3251e362c78573,"Buy Digilight 400 inch White, Blue Rice Lights for Rs.189 online. Digilight 400 inch White, Blue Rice Lights at best prices with FREE shipping & cash on delivery. Only Genuine Products. 30 Day Replacement Guarantee.",b1d61c60791a01827e3251e362c78573.jpg,Home Decor & Festive Needs,Decorative Lighting & Lamps,Series Lights,Digilight Series Lights,3,Dataset\Images\b1d61c60791a01827e3251e362c78573.jpg,6
486e98154514ed485f0b2f9bc9f24549,Buy Agrasen International Radha Krishna Statue Showpiece  -  20 cm for Rs.599 online. Agrasen International Radha Krishna Statue Showpiece  -  20 cm at best prices with FREE shipping & cash on delivery. Only Genuine Products. 30 Day Replacement Guarantee.,486e98154514ed485f0b2f9bc9f24549.jpg,Home Decor & Festive Needs,Table Decor & Handicrafts,Showpieces,Religious Idols,3,Dataset\Images\486e98154514ed485f0b2f9bc9f24549.jpg,6
cf03921bd7eb3afd84c4b12a434d03e5,"Buy Pinc Ginger 90.6 inch Black, White Rice Lights for Rs.3000 online. Pinc Ginger 90.6 inch Black, White Rice Lights at best prices with FREE shipping & cash on delivery. Only Genuine Products. 30 Day Replacement Guarantee.",cf03921bd7eb3afd84c4b12a434d03e5.jpg,Home Decor & Festive Needs,Decorative Lighting & Lamps,Series Lights,Pinc Ginger Series Lights,3,Dataset\Images\cf03921bd7eb3afd84c4b12a434d03e5.jpg,6
a618354ba17cff64826558d81afc77ab,"Flipkart.com: Buy Elfani Brilliance Lip Color 3.5 g for Rs. 180 from Flipkart.com. - Lowest Prices, Only Genuine Products, 30 Day Replacement Guarantee, Free Shipping. Cash On Delivery!",a618354ba17cff64826558d81afc77ab.jpg,Beauty and Personal Care,Makeup,Lips,Lipsticks,1,Dataset\Images\a618354ba17cff64826558d81afc77ab.jpg,3
5307e0db12b1018746ac3801d189c379,"Home Delight 130 inch Pink Rice Lights (Pack of 5)
                         Price: Rs. 199
				
			These are Pink Rice light. Colourful PVC copper wire Warmer, with traditional glow. Flame-tip shape Cuts electricity costs up to 80% than ordinary bulbs. Bulbs which are also virtually unbreakable and very durable. These light series can be hanged indoors or outdoor. IP44 High energy saving and safety Superior material with competitive price Promotion for festivals.
These are Pink Rice light. Colourful PVC copper wire Warmer, with traditional glow. Flame-tip shape Cuts electricity costs up to 80% than ordinary bulbs. Bulbs which are also virtually unbreakable and very durable. These light series can be hanged indoors or outdoor. IP44 High energy saving and safety Superior material with competitive price Promotion for festivals.",5307e0db12b1018746ac3801d189c379.jpg,Home Decor & Festive Needs,Decorative Lighting & Lamps,Series Lights,Home Delight Series Lights,3,Dataset\Images\5307e0db12b1018746ac3801d189c379.jpg,6
62e36e018c9ee4b282cf674e84054df8,Buy Valtellina Plain Single Top Sheet White at Rs. 1148 at Flipkart.com. Only Genuine Products. Free Shipping. Cash On Delivery!,62e36e018c9ee4b282cf674e84054df8.jpg,Home Furnishing,Bed Linen,"Blankets, Quilts & Dohars",,4,Dataset\Images\62e36e018c9ee4b282cf674e84054df8.jpg,1
fb42fce44e11f4dab8de99f8488281f8,Buy Nagar Handloom Floral Double Quilts & Comforters Multicolor at Rs. 1350 at Flipkart.com. Only Genuine Products. Free Shipping. Cash On Delivery!,fb42fce44e11f4dab8de99f8488281f8.jpg,Home Furnishing,Bed Linen,"Blankets, Quilts & Dohars",,4,Dataset\Images\fb42fce44e11f4dab8de99f8488281f8.jpg,5
3f9c4d0e8c3bca9c870e41f5098f90d6,Buy Valtellina Checkered Double Blanket Brown at Rs. 878 at Flipkart.com. Only Genuine Products. Free Shipping. Cash On Delivery!,3f9c4d0e8c3bca9c870e41f5098f90d6.jpg,Home Furnishing,Bed Linen,"Blankets, Quilts & Dohars",,4,Dataset\Images\3f9c4d0e8c3bca9c870e41f5098f90d6.jpg,1
af13232271963742c118a1c58affa259,Buy Adaa Sitting Nandi with Round Base Showpiece  -  4 cm for Rs.590 online. Adaa Sitting Nandi with Round Base Showpiece  -  4 cm at best prices with FREE shipping & cash on delivery. Only Genuine Products. 30 Day Replacement Guarantee.,af13232271963742c118a1c58affa259.jpg,Home Decor & Festive Needs,Showpieces,Adaa Showpieces,,3,Dataset\Images\af13232271963742c118a1c58affa259.jpg,6
7c333641c63bd7519432ae83744b8db4,"Utsav Handicraft UHD004 Showpiece  -  8 cm (Silver Finish, Silver)
                         Price: Rs. 899
				
			Utsav Handicraft Musical Ganesha
Utsav Handicraft Musical Ganesha",7c333641c63bd7519432ae83744b8db4.jpg,Home Decor & Festive Needs,Table Decor & Handicrafts,Showpieces,Religious Idols,3,Dataset\Images\7c333641c63bd7519432ae83744b8db4.jpg,6
60395c709b4a933319e2713e3ae620d4,Buy Jaipur Textile Hub Floral Double Quilts & Comforters Green at Rs. 1170 at Flipkart.com. Only Genuine Products. Free Shipping. Cash On Delivery!,60395c709b4a933319e2713e3ae620d4.jpg,Home Furnishing,Bed Linen,"Blankets, Quilts & Dohars",,4,Dataset\Images\60395c709b4a933319e2713e3ae620d4.jpg,5
cf1be83386eb96b2ab9598944ebca6fc,Buy Valtellina Abstract Double Blanket Brown at Rs. 799 at Flipkart.com. Only Genuine Products. Free Shipping. Cash On Delivery!,cf1be83386eb96b2ab9598944ebca6fc.jpg,Home Furnishing,Bed Linen,"Blankets, Quilts & Dohars",,4,Dataset\Images\cf1be83386eb96b2ab9598944ebca6fc.jpg,5
037b39bef3db7ccd264c577a0edf0c0a,Buy Gift Studios Buddha Stone Showpiece  -  17.6 cm for Rs.699 online. Gift Studios Buddha Stone Showpiece  -  17.6 cm at best prices with FREE shipping & cash on delivery. Only Genuine Products. 30 Day Replacement Guarantee.,037b39bef3db7ccd264c577a0edf0c0a.jpg,Home Decor & Festive Needs,Table Decor & Handicrafts,Showpieces,Religious Idols,3,Dataset\Images\037b39bef3db7ccd264c577a0edf0c0a.jpg,6
43da6e88dcb61e027ea9112cfab158ee,"Aurraa Printed Single Quilts & Comforters Green (Micro Quilt, Quilt)
                         Price: Rs. 1,425
				
			Spread happiness in your kid’s bedroom while your kid sleep comfortably in warmth with this cosy quilt. High quality polyfill constitutes this quilt covered with premium quality cotton.
Spread happiness in your kid’s bedroom while your kid sleep comfortably in warmth with this cosy quilt. High quality polyfill constitutes this quilt covered with premium quality cotton.",43da6e88dcb61e027ea9112cfab158ee.jpg,Home Furnishing,Bed Linen,"Blankets, Quilts & Dohars",,4,Dataset\Images\43da6e88dcb61e027ea9112cfab158ee.jpg,5
7b1c5edc85bc7e31edf49ab70034bb3a,"Flipkart.com: Buy Incolor Metalic Lipstick N15 3.8 g for Rs. 210 from Flipkart.com. - Lowest Prices, Only Genuine Products, 30 Day Replacement Guarantee, Free Shipping. Cash On Delivery!",7b1c5edc85bc7e31edf49ab70034bb3a.jpg,Beauty and Personal Care,Makeup,Lips,Lipsticks,1,Dataset\Images\7b1c5edc85bc7e31edf49ab70034bb3a.jpg,3
6e6694c52c9273cde2163d34d5b44e94,Buy My Party Suppliers 720 inch Multicolor Rice Lights for Rs.850 online. My Party Suppliers 720 inch Multicolor Rice Lights at best prices with FREE shipping & cash on delivery. Only Genuine Products. 30 Day Replacement Guarantee.,6e6694c52c9273cde2163d34d5b44e94.jpg,Home Decor & Festive Needs,Decorative Lighting & Lamps,Series Lights,My Party Suppliers Series Lights,3,Dataset\Images\6e6694c52c9273cde2163d34d5b44e94.jpg,6
